iter	RMSE
481	1268.087975
482	1267.536265
483	1267.416034
484	1265.823889
485	1265.194714
486	1264.236922
487	1262.971937
488	1262.57862
489	1262.117557
490	1261.650783
491	1260.797289
492	1260.377368
493	1260.006913
494	1259.649306
495	1259.55482
496	1259.261657
497	1258.507729
498	1257.02447
499	1256.550949
500	1256.399212
501	1254.974207
502	1254.935453
503	1254.823305
504	1254.341402
505	1253.813319
506	1253.173777
507	1252.971269
508	1252.41108
509	1251.567014
510	1251.039501
511	1250.888413
512	1250.652815
513	1250.168798
514	1249.922613
515	1249.554053
516	1248.863333
517	1248.431323
518	1247.67007
519	1246.845697
520	1246.814762
521	1246.672781
522	1246.129552
523	1244.765742
524	1244.256612
525	1243.859564
526	1243.488087
527	1243.030907
528	1242.250576
529	1241.830059
530	1241.366102
531	1241.137145
532	1240.538733
533	1240.055258
534	1239.834691
535	1239.234193
536	1239.182869
537	1238.829902
538	1238.569813
539	1237.521475
540	1237.092542
541	1236.678976
542	1236.536828
543	1236.140763
544	1235.817102
545	1235.045793
546	1234.244088
547	1233.309046
548	1233.181645
549	1233.043888
550	1232.491632
551	1231.96326
552	1231.539247
553	1231.115733
554	1230.529923
555	1229.823406
556	1229.202524
557	1228.166894
558	1227.783832
559	1227.752833
560	1227.401064
561	1226.985762
562	1226.360116
563	1225.648605
564	1225.389604
565	1224.909105
566	1224.521551
567	1223.954506
568	1223.287632
569	1222.605451
570	1221.813361
571	1220.859152
572	1219.895274
573	1219.677126
574	1219.550117
575	1218.754694
576	1217.615141
577	1216.420881
578	1215.627064
579	1214.496881
580	1214.118355
581	1213.599425
582	1213.134513
583	1212.38513
584	1211.986613
585	1211.553299
586	1210.707948
587	1210.466982
588	1210.087579
589	1209.990544
590	1209.36099
591	1208.822653
592	1208.506524
593	1208.043894
594	1207.419635
595	1206.930266
596	1206.758206
597	1206.418135
598	1206.28995
599	1206.028842
600	1205.776087
601	1205.201663
602	1204.398214
603	1204.050037
604	1203.714327
605	1203.477342
606	1202.843401
607	1202.204989
608	1201.868023
609	1200.73436
610	1200.047331
611	1199.551759
612	1199.045626
613	1198.290621
614	1198.163291
615	1197.376053
616	1196.711696
617	1196.617126
618	1195.817354
619	1195.703428
620	1195.640762
621	1195.404836
622	1195.051179
623	1194.72748
624	1193.939342
625	1193.66246
626	1193.327155
627	1192.992654
628	1192.704884
629	1192.332089
630	1192.298971
631	1192.105427
632	1191.555574
633	1190.931921
634	1190.429995
635	1189.888942
636	1189.680699
637	1189.410615
638	1189.354475
639	1188.635674
640	1188.121519
641	1187.827955
642	1187.2245
643	1187.191161
644	1187.162857
645	1186.661155
646	1185.549158
647	1185.274779
648	1185.248661
649	1184.698408
650	1184.604287
651	1184.522649
652	1184.130889
653	1183.78167
654	1183.750902
655	1183.112939
656	1182.815826
657	1182.600726
658	1181.866105
659	1181.514087
660	1181.270122
661	1181.096802
662	1180.79392
663	1179.780568
664	1178.997097
665	1178.431165
666	1178.053319
667	1177.560307
668	1177.369368
669	1177.07852
670	1177.000142
671	1176.613336
672	1176.231373
673	1175.933317
674	1175.834805
675	1174.760136
676	1174.481837
677	1174.299688
678	1173.372396
679	1173.074282
680	1172.231637
681	1172.050961
682	1171.905951
683	1171.32543
684	1170.866911
685	1170.010403
686	1169.572331
687	1169.481362
688	1169.242777
689	1168.583416
690	1168.311237
691	1168.049298
692	1167.454396
693	1167.36413
694	1166.425107
695	1165.749862
696	1165.453327
697	1164.972204
698	1164.745021
699	1164.257304
700	1163.601518
701	1163.1261
702	1162.758325
703	1162.193045
704	1161.756366
705	1161.594147
706	1161.309109
707	1160.831242
708	1160.525033
709	1160.091232
710	1159.776614
711	1159.289288
712	1159.259104
713	1158.663016
714	1158.643353
715	1158.413759
716	1158.056274
717	1157.422509
718	1157.162892
719	1156.766466
720	1156.594335
721	1156.301354
722	1155.95481
723	1155.698199
724	1155.24009
725	1155.07874
726	1154.51246
727	1153.755959
728	1153.689237
729	1153.160347
730	1152.723488
731	1152.371323
732	1152.346535
733	1152.10441
734	1152.083886
735	1151.753627
736	1151.590371
737	1151.051252
738	1150.833972
739	1150.159764
740	1149.842071
741	1149.135812
742	1148.886813
743	1148.726042
744	1148.47879
745	1148.138531
746	1147.266984
747	1147.072753
748	1146.402681
749	1145.836476
750	1145.417062
751	1145.252135
752	1144.80183
753	1144.184591
754	1143.830569
755	1143.331568
756	1143.311362
757	1143.038277
758	1142.848861
759	1142.736304
760	1142.31999
761	1141.868129
762	1141.698029
763	1140.893286
764	1140.26058
765	1139.958054
766	1139.743721
767	1139.398284
768	1139.315435
769	1139.029965
770	1138.956022
771	1138.758358
772	1138.740833
773	1138.42608
774	1137.945175
775	1137.673866
776	1137.271268
777	1137.163852
778	1136.981608
779	1136.64906
780	1136.506687
781	1136.279065
782	1136.036178
783	1135.59399
784	1135.359741
785	1135.16841
786	1134.538179
787	1134.114886
788	1133.493427
789	1132.740566
790	1132.25687
791	1132.012223
792	1131.425081
793	1130.780834
794	1130.753517
795	1130.336484
796	1129.52236
797	1129.341843
798	1129.129945
799	1128.939546
800	1128.497366
801	1128.271073
802	1127.816183
803	1127.626237
804	1127.252342
805	1126.61797
806	1125.992933
807	1125.738362
808	1125.494002
809	1125.346999
810	1125.245723
811	1124.824089
812	1124.272603
813	1123.974462
814	1123.694809
815	1123.170216
816	1123.155276
817	1123.141477
818	1122.790676
819	1122.469881
820	1121.753139
821	1121.328555
822	1121.251091
823	1120.932354
824	1120.500437
825	1120.274955
826	1120.071186
827	1119.74511
828	1119.442889
829	1119.006003
830	1118.503861
831	1118.099265
832	1117.443281
833	1117.367406
834	1117.1508
835	1116.823809
836	1116.639299
837	1116.331818
838	1116.156608
839	1116.110159
840	1116.097873
841	1116.077727
842	1115.701076
843	1115.440579
844	1115.010989
845	1114.633228
846	1114.414161
847	1114.279606
848	1113.619741
849	1113.597732
850	1113.447648
851	1112.863304
852	1112.563052
853	1112.38381
854	1111.933112
855	1111.810962
856	1111.795754
857	1111.624595
858	1111.350373
859	1111.315156
860	1111.029171
861	1110.806116
862	1110.773141
863	1110.223606
864	1110.040416
865	1109.969494
866	1109.772617
867	1109.633999
868	1109.385211
869	1109.362679
870	1109.090458
871	1108.768348
872	1108.564503
873	1108.076306
874	1107.37502
875	1106.749526
876	1106.536364
877	1105.847089
878	1105.680025
879	1105.658402
880	1105.267917
881	1104.797421
882	1104.660354
883	1104.22662
884	1103.713654
885	1103.075055
886	1102.802171
887	1102.590135
888	1102.487905
889	1102.295756
890	1101.634721
891	1101.481525
892	1101.358051
893	1101.152476
894	1101.144634
895	1100.495273
896	1100.485149
897	1100.322328
898	1100.232974
899	1100.100656
900	1099.911598
901	1099.632512
902	1099.620169
903	1099.504494
904	1099.288578
905	1098.956637
906	1098.943022
907	1098.480563
908	1098.340435
909	1098.210398
910	1097.986957
911	1097.89594
912	1097.197704
913	1097.006587
914	1096.99564
915	1096.645289
916	1096.546681
917	1096.321823
918	1096.08107
919	1095.853919
920	1095.481283
921	1095.064038
922	1094.958692
923	1094.643936
924	1094.508167
925	1094.25626
926	1093.8314
927	1092.941928
928	1092.736237
929	1092.718617
930	1092.3735
931	1092.335774
932	1091.798791
933	1091.515512
934	1091.062666
935	1090.942693
936	1090.645742
937	1089.966289
938	1089.144809
939	1088.841843
940	1088.828516
941	1088.199817
942	1087.698792
943	1087.687383
944	1087.426155
945	1087.008816
946	1086.870994
947	1086.509594
948	1086.292498
949	1086.281983
950	1086.266247
951	1086.090951
952	1085.909209
953	1085.757894
954	1085.74674
955	1085.576139
956	1085.231742
957	1084.634602
958	1084.606408
959	1084.241687
960	1084.215114
961	1084.162095
962	1084.006875
963	1083.691531
964	1083.533099
965	1082.951691
966	1082.946062
967	1082.453214
968	1082.103582
969	1081.721884
970	1081.710032
971	1081.423399
972	1081.412746
973	1081.04944
974	1081.032754
975	1080.704395
976	1080.584608
977	1080.524594
978	1079.984304
979	1079.411027
980	1079.026206
981	1078.921549
982	1078.575181
983	1078.047052
984	1078.027073
985	1077.360346
986	1077.082072
987	1077.009679
988	1077.000046
989	1076.908437
990	1076.839392
991	1076.718139
992	1076.401752
993	1075.89216
994	1075.590694
995	1075.29353
996	1075.165249
997	1075.074428
998	1074.920546
999	1074.639357
