"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20141101 ~ 20151031"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 경상남도"
"시군구 : 진주시"
"읍면동 : 호탄동"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금 (만원)","종전계약 월세 (만원)"
"경상남도 진주시 호탄동","6**","-","13.2","월세","201502","25","500","32","2014","호탄길27번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","18","월세","201505","21","2,500","20","2008","null","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","18.18","월세","201412","15","300","23","2000","호탄길14번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","21.57","월세","201508","19","3,000","5","2000","호탄길27번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","22","월세","201502","13","500","38","2014","호탄길21번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","23","월세","201412","6","500","36","2012","가호로62번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","23","월세","201502","28","200","30","2001","호탄길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","23","전세","201412","9","3,000","0","2012","호탄길34번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","23","전세","201502","20","2,500","0","2001","호탄길22번길","-","-","-","",""
"경상남도 진주시 호탄동","6**","-","23.1","전세","201412","20","3,000","0","null","호탄길13번길","-","-","-","",""
