시군구,번지,도로조건,계약면적(㎡),전월세구분,계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명,경도,위도,year,month,location,전월세전환율,전세전환가격,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
경상남도 진주시 가좌동,1***,12,20,월세,202209,1,200,30,2016,가좌길36번길,128.1059656,35.1569611,2022,9,경상남도 진주시 가좌동 가좌길36번길,4.3,8572,경상남도 진주시 가좌동 가좌길36번길,128.1059656,35.1569611,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길36번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,30,월세,202209,2,300,30,2010,진주대로500번길,128.1048819,35.150661,2022,9,경상남도 진주시 가좌동 진주대로500번길,4.3,8672,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,30,월세,202209,9,300,30,2011,진주대로404번길,128.1023995,35.1579107,2022,9,경상남도 진주시 가좌동 진주대로404번길,4.3,8672,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,40,월세,202209,2,300,30,2021,가좌길60번길,128.1061876,35.158872,2022,9,경상남도 진주시 가좌동 가좌길60번길,4.3,8672,경상남도 진주시 가좌동 가좌길60번길,128.1061876,35.158872,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길60번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,6**,8,99,전세,202209,13,14000,0,2018,가호로4번길,128.1071803,35.1624949,2022,9,경상남도 진주시 가좌동 가호로4번길,4.3,14000,경상남도 진주시 가좌동 가호로4번길,128.1071803,35.1624949,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가호로4번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,133.66,월세,202209,20,5000,45,2006,진주대로404번길,128.1033275,35.1452897,2022,9,경상남도 진주시 가좌동 진주대로404번길,4.3,17558,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 호탄동,6**,8,19.22,월세,202209,22,820,4,2021,호탄길27번길,128.1059656,35.1569611,2022,9,경상남도 진주시 호탄동 호탄길27번길,4.3,1936,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,12,33,월세,202209,18,2000,20,2006,진주대로404번길,128.1071803,35.1624949,2022,9,경상남도 진주시 호탄동 진주대로404번길,4.3,7581,경상남도 진주시 호탄동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 진주대로404번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,12,50,월세,202209,5,3000,30,2007,진주대로404번길,128.1061876,35.158872,2022,9,경상남도 진주시 호탄동 진주대로404번길,4.3,11372,경상남도 진주시 호탄동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 진주대로404번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,70,월세,202209,26,8000,25,2005,호탄길34번길,128.1061209,35.158214,2022,9,경상남도 진주시 호탄동 호탄길34번길,4.3,14977,경상남도 진주시 호탄동 호탄길34번길,128.1174249,35.1646037,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길34번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,9**,12,82,전세,202209,7,16800,0,2011,강변길10번길,128.1060436,35.1578174,2022,9,경상남도 진주시 호탄동 강변길10번길,4.3,16800,경상남도 진주시 호탄동 강변길10번길,128.1119033,35.164636,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 강변길10번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,84.45,월세,202209,22,1000,55,2001,호탄길10번길,128.0998978,35.158679,2022,9,경상남도 진주시 호탄동 호탄길10번길,4.3,16349,경상남도 진주시 호탄동 호탄길10번길,128.1171911,35.1623414,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길10번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,95.14,월세,202209,7,5000,50,2002,호탄길28번길,128.1020264,35.149158,2022,9,경상남도 진주시 호탄동 호탄길28번길,4.3,18953,경상남도 진주시 호탄동 호탄길28번길,128.117325,35.1638827,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길28번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 가좌동,1***,12,19.83,월세,202206,27,300,30,2022,가좌길48번길,128.1061209,35.158214,2022,6,경상남도 진주시 가좌동 가좌길48번길,4.3,8672,경상남도 진주시 가좌동 가좌길48번길,128.1061209,35.158214,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길48번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,20,월세,202206,18,300,35,2011,개양로13번길,128.1085555,35.1565802,2022,6,경상남도 진주시 가좌동 개양로13번길,4.3,10067,경상남도 진주시 가좌동 개양로13번길,128.1085555,35.1565802,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 개양로13번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,25,20,월세,202206,28,500,30,2022,가좌길48번길,128.1061209,35.158214,2022,6,경상남도 진주시 가좌동 가좌길48번길,4.3,8872,경상남도 진주시 가좌동 가좌길48번길,128.1061209,35.158214,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길48번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,20,전세,202206,17,5800,0,2009,진주대로542번길,128.1084984,35.1549036,2022,6,경상남도 진주시 가좌동 진주대로542번길,4.3,5800,경상남도 진주시 가좌동 진주대로542번길,128.1084984,35.1549036,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로542번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,25,26,전세,202206,14,6000,0,1989,가좌길74번길,128.1065401,35.1598001,2022,6,경상남도 진주시 가좌동 가좌길74번길,4.3,6000,경상남도 진주시 가좌동 가좌길74번길,128.1065401,35.1598001,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길74번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,7**,8,30,월세,202206,4,300,30,2008,진주대로647번길,128.1047572,35.1646965,2022,6,경상남도 진주시 가좌동 진주대로647번길,4.3,8672,경상남도 진주시 가좌동 진주대로647번길,128.1047572,35.1646965,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로647번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,30,월세,202206,7,500,35,2018,강변길20번길,128.1096879,35.1661254,2022,6,경상남도 진주시 가좌동 강변길20번길,4.3,10267,경상남도 진주시 가좌동 강변길20번길,128.1096879,35.1661254,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 강변길20번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,30,월세,202206,10,300,40,2007,진주대로500번길,128.1048819,35.150661,2022,6,경상남도 진주시 가좌동 진주대로500번길,4.3,11463,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,30,월세,202206,16,300,30,2008,진주대로500번길,128.1048819,35.150661,2022,6,경상남도 진주시 가좌동 진주대로500번길,4.3,8672,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,30,전세,202206,1,3000,0,2014,진주대로404번길,128.1033275,35.1452897,2022,6,경상남도 진주시 가좌동 진주대로404번길,4.3,3000,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,33,월세,202206,1,300,30,2010,내동로348번길,128.1020264,35.149158,2022,6,경상남도 진주시 가좌동 내동로348번길,4.3,8672,경상남도 진주시 가좌동 내동로348번길,128.1020264,35.149158,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 내동로348번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,2***,12,42.18,월세,202206,7,200,22,2020,진주역로96번길,128.1143098,35.1506975,2022,6,경상남도 진주시 가좌동 진주역로96번길,4.3,6340,경상남도 진주시 가좌동 진주역로96번길,128.1143098,35.1506975,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주역로96번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,50.05,월세,202206,12,300,40,2006,진주대로404번길,128.1033275,35.1452897,2022,6,경상남도 진주시 가좌동 진주대로404번길,4.3,11463,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,113.22,월세,202206,7,3000,60,2006,가좌안골길14번길,128.1073324,35.1529936,2022,6,경상남도 진주시 가좌동 가좌안골길14번길,4.3,19744,경상남도 진주시 가좌동 가좌안골길14번길,128.1073324,35.1529936,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌안골길14번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 호탄동,6**,8,19.07,월세,202206,13,200,8,2021,호탄길27번길,128.1058894,35.157466,2022,6,경상남도 진주시 호탄동 호탄길27번길,4.3,2433,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,19.07,월세,202206,14,200,8,2021,호탄길27번길,128.1048819,35.150661,2022,6,경상남도 진주시 호탄동 호탄길27번길,4.3,2433,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,19.07,월세,202206,27,970,4,2021,호탄길27번길,128.1059656,35.1569611,2022,6,경상남도 진주시 호탄동 호탄길27번길,4.3,2086,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,19.08,월세,202206,13,200,7,2021,호탄길27번길,128.1058569,35.1577995,2022,6,경상남도 진주시 호탄동 호탄길27번길,4.3,2153,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,5**,8,22,월세,202206,14,300,30,2017,가호로62번길,128.1058569,35.1577995,2022,6,경상남도 진주시 호탄동 가호로62번길,4.3,8672,경상남도 진주시 호탄동 가호로62번길,128.1128789,35.1635894,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 가호로62번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,25,월세,202206,1,300,35,2002,호탄길14번길,128.0866166,35.1796837,2022,6,경상남도 진주시 호탄동 호탄길14번길,4.3,10067,경상남도 진주시 호탄동 호탄길14번길,128.1173782,35.1626927,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길14번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,5**,8,25,월세,202206,20,100,29,2017,가호로62번길,128.1062979,35.1592505,2022,6,경상남도 진주시 호탄동 가호로62번길,4.3,8193,경상남도 진주시 호탄동 가호로62번길,128.1128789,35.1635894,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 가호로62번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,26.44,월세,202206,10,100,23,2001,동부로67번길,128.1061209,35.158214,2022,6,경상남도 진주시 호탄동 동부로67번길,4.3,6519,경상남도 진주시 호탄동 동부로67번길,128.1140838,35.1617584,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 동부로67번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,12,28,월세,202206,2,300,33,2001,호탄길21번길,128.0998978,35.158679,2022,6,경상남도 진주시 호탄동 호탄길21번길,4.3,9509,경상남도 진주시 호탄동 호탄길21번길,128.1149532,35.1633441,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길21번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,28,월세,202206,7,200,29,2012,호탄길34번길,128.1059656,35.1569611,2022,6,경상남도 진주시 호탄동 호탄길34번길,4.3,8293,경상남도 진주시 호탄동 호탄길34번길,128.1174249,35.1646037,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길34번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,28,월세,202206,24,500,30,2012,호탄길34번길,128.0866166,35.1796837,2022,6,경상남도 진주시 호탄동 호탄길34번길,4.3,8872,경상남도 진주시 호탄동 호탄길34번길,128.1174249,35.1646037,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길34번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,29.9,월세,202206,24,500,30,2000,호탄길14번길,128.1023995,35.1579107,2022,6,경상남도 진주시 호탄동 호탄길14번길,4.3,8872,경상남도 진주시 호탄동 호탄길14번길,128.1173782,35.1626927,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길14번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,29.9,전세,202206,15,7000,0,2004,호탄길10번길,128.1059656,35.1569611,2022,6,경상남도 진주시 호탄동 호탄길10번길,4.3,7000,경상남도 진주시 호탄동 호탄길10번길,128.1171911,35.1623414,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길10번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,12,30,월세,202206,20,200,28,2009,진주대로404번길,128.1059656,35.1569611,2022,6,경상남도 진주시 호탄동 진주대로404번길,4.3,8014,경상남도 진주시 호탄동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 진주대로404번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,33,월세,202206,3,200,30,2004,호탄길13번길,128.1061209,35.158214,2022,6,경상남도 진주시 호탄동 호탄길13번길,4.3,8572,경상남도 진주시 호탄동 호탄길13번길,128.1149523,35.1627221,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길13번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,33,월세,202206,25,500,30,2012,호탄길34번길,128.1058569,35.1577995,2022,6,경상남도 진주시 호탄동 호탄길34번길,4.3,8872,경상남도 진주시 호탄동 호탄길34번길,128.1174249,35.1646037,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길34번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,33,월세,202206,25,600,30,2013,호탄길27번길,128.1033275,35.1452897,2022,6,경상남도 진주시 호탄동 호탄길27번길,4.3,8972,경상남도 진주시 호탄동 호탄길27번길,128.1152724,35.1639838,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길27번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,45,월세,202206,28,1000,50,2008,호탄길21번길,128.0998978,35.158679,2022,6,경상남도 진주시 호탄동 호탄길21번길,4.3,14953,경상남도 진주시 호탄동 호탄길21번길,128.1149532,35.1633441,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길21번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 호탄동,6**,8,84.95,월세,202206,25,1000,30,2002,호탄길21번길,128.1059656,35.1569611,2022,6,경상남도 진주시 호탄동 호탄길21번길,4.3,9372,경상남도 진주시 호탄동 호탄길21번길,128.1149532,35.1633441,도로중심좌표,48170,새주소,경상남도 진주시 호탄동 호탄길21번길,경상남도 진주시 호탄동,NULL,,,4817013200,호탄동
경상남도 진주시 가좌동,1***,12,20,월세,202111,6,300,30,1987,진주대로404번길,128.1023995,35.1579107,2021,11,경상남도 진주시 가좌동 진주대로404번길,4.2,8871,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,20,월세,202111,16,300,30,2016,가좌길44번길,128.1060436,35.1578174,2021,11,경상남도 진주시 가좌동 가좌길44번길,4.2,8871,경상남도 진주시 가좌동 가좌길44번길,128.1060436,35.1578174,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길44번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,20,월세,202111,23,200,28,2007,가좌길40번길,128.1058894,35.157466,2021,11,경상남도 진주시 가좌동 가좌길40번길,4.2,8200,경상남도 진주시 가좌동 가좌길40번길,128.1058894,35.157466,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길40번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,20,전세,202111,4,5000,0,2019,가좌길48번길,128.1061209,35.158214,2021,11,경상남도 진주시 가좌동 가좌길48번길,4.2,5000,경상남도 진주시 가좌동 가좌길48번길,128.1061209,35.158214,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길48번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,20,전세,202111,15,5000,0,2019,가좌길48번길,128.1061209,35.158214,2021,11,경상남도 진주시 가좌동 가좌길48번길,4.2,5000,경상남도 진주시 가좌동 가좌길48번길,128.1061209,35.158214,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길48번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,21,전세,202111,28,4500,0,1989,가좌길36번길,128.1059656,35.1569611,2021,11,경상남도 진주시 가좌동 가좌길36번길,4.2,4500,경상남도 진주시 가좌동 가좌길36번길,128.1059656,35.1569611,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길36번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,21.3,월세,202111,26,3000,22,2011,진주대로500번길,128.1048819,35.150661,2021,11,경상남도 진주시 가좌동 진주대로500번길,4.2,9286,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,21.3,전세,202111,18,3500,0,2011,진주대로404번길,128.1033275,35.1452897,2021,11,경상남도 진주시 가좌동 진주대로404번길,4.2,3500,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,22,월세,202111,10,200,32,2014,개양로13번길,128.1085555,35.1565802,2021,11,경상남도 진주시 가좌동 개양로13번길,4.2,9343,경상남도 진주시 가좌동 개양로13번길,128.1085555,35.1565802,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 개양로13번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,22.62,전세,202111,20,5000,0,2019,진주대로404번길,128.1023995,35.1579107,2021,11,경상남도 진주시 가좌동 진주대로404번길,4.2,5000,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,8**,8,23,전세,202111,5,4500,0,2015,가좌길29번길,128.0998978,35.158679,2021,11,경상남도 진주시 가좌동 가좌길29번길,4.2,4500,경상남도 진주시 가좌동 가좌길29번길,128.0998978,35.158679,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길29번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,23.1,월세,202111,14,300,38,2007,진주대로500번길,128.1048819,35.150661,2021,11,경상남도 진주시 가좌동 진주대로500번길,4.2,11157,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,25,월세,202111,12,300,35,2014,개양로13번길,128.1085555,35.1565802,2021,11,경상남도 진주시 가좌동 개양로13번길,4.2,10300,경상남도 진주시 가좌동 개양로13번길,128.1085555,35.1565802,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 개양로13번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,25,월세,202111,29,500,45,2019,내동로348번길,128.1020264,35.149158,2021,11,경상남도 진주시 가좌동 내동로348번길,4.2,13357,경상남도 진주시 가좌동 내동로348번길,128.1020264,35.149158,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 내동로348번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,25,전세,202111,14,5000,0,2019,가좌길64번길,128.1062979,35.1592505,2021,11,경상남도 진주시 가좌동 가좌길64번길,4.2,5000,경상남도 진주시 가좌동 가좌길64번길,128.1062979,35.1592505,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길64번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,25,전세,202111,20,4500,0,2018,가좌길44번길,128.1060436,35.1578174,2021,11,경상남도 진주시 가좌동 가좌길44번길,4.2,4500,경상남도 진주시 가좌동 가좌길44번길,128.1060436,35.1578174,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길44번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,8,25,전세,202111,21,3000,0,1987,가좌길60번길,128.1061876,35.158872,2021,11,경상남도 진주시 가좌동 가좌길60번길,4.2,3000,경상남도 진주시 가좌동 가좌길60번길,128.1061876,35.158872,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌길60번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,25.3,월세,202111,1,300,34,2014,개양로6번길,128.1088389,35.1551106,2021,11,경상남도 진주시 가좌동 개양로6번길,4.2,10014,경상남도 진주시 가좌동 개양로6번길,128.1088389,35.1551106,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 개양로6번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,28.3,월세,202111,27,300,35,2010,진주대로500번길,128.1048819,35.150661,2021,11,경상남도 진주시 가좌동 진주대로500번길,4.2,10300,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,30,월세,202111,10,500,40,2009,개양로6번길,128.1088389,35.1551106,2021,11,경상남도 진주시 가좌동 개양로6번길,4.2,11929,경상남도 진주시 가좌동 개양로6번길,128.1088389,35.1551106,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 개양로6번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,30,월세,202111,13,300,30,2011,진주대로404번길,128.1023995,35.1579107,2021,11,경상남도 진주시 가좌동 진주대로404번길,4.2,8871,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,45,월세,202111,24,1000,45,2010,가좌안골길16번길,128.1077275,35.1529391,2021,11,경상남도 진주시 가좌동 가좌안골길16번길,4.2,13857,경상남도 진주시 가좌동 가좌안골길16번길,128.1077275,35.1529391,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 가좌안골길16번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,45.5,월세,202111,22,200,80,2008,진주대로500번길,128.1048819,35.150661,2021,11,경상남도 진주시 가좌동 진주대로500번길,4.2,23057,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,4**,12,56.2,전세,202111,29,9000,0,2007,진주대로404번길,128.1023995,35.1579107,2021,11,경상남도 진주시 가좌동 진주대로404번길,4.2,9000,경상남도 진주시 가좌동 진주대로404번길,128.1033275,35.1452897,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로404번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,1***,12,89,전세,202111,19,15000,0,2018,강변길20번길,128.1096879,35.1661254,2021,11,경상남도 진주시 가좌동 강변길20번길,4.2,15000,경상남도 진주시 가좌동 강변길20번길,128.1096879,35.1661254,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 강변길20번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
경상남도 진주시 가좌동,5**,12,94.38,전세,202111,29,10000,0,2007,진주대로500번길,128.1048819,35.150661,2021,11,경상남도 진주시 가좌동 진주대로500번길,4.2,10000,경상남도 진주시 가좌동 진주대로500번길,128.1048819,35.150661,도로중심좌표,48170,새주소,경상남도 진주시 가좌동 진주대로500번길,경상남도 진주시 가좌동,NULL,,,4817013100,가좌동
