,도로조건,계약면적(㎡),건축년도,year,month,coivd,price_per_m2,전월세구분_월세,전월세구분_전세
1179,8,87.14,1990,2019,2,0,65.48083543722746,True,False
1180,8,105.36,1993,2019,5,0,45.82384206529992,True,False
1181,12,143.22,1989,2019,6,0,37.67630219243122,True,False
1182,8,14.85,2014,2019,1,0,439.5959595959596,True,False
1183,12,15.0,2014,2019,6,0,503.0,True,False
1184,12,15.0,2011,2019,1,0,591.8,True,False
1185,12,16.0,2018,2019,2,0,408.0625,True,False
1186,12,16.0,2015,2019,2,0,545.9375,True,False
1187,12,19.82,2011,2019,1,0,425.0756811301715,True,False
1188,8,19.83,2008,2019,3,0,347.35249621785175,True,False
1189,12,19.83,2015,2019,4,0,403.32829046898644,True,False
1190,8,20.0,1988,2019,7,0,358.35,True,False
1191,12,20.0,2018,2019,2,0,436.75,True,False
1192,12,21.84,2016,2019,4,0,289.0567765567766,True,False
1193,12,22.0,2015,2019,2,0,387.95454545454544,True,False
1194,8,22.0,2014,2019,7,0,348.5,True,False
1195,12,22.08,2016,2019,11,0,463.5416666666667,True,False
1196,8,23.0,2018,2019,12,0,452.69565217391306,True,False
1197,12,23.6,2013,2019,2,0,320.2966101694915,True,False
1198,12,24.0,2007,2019,2,0,278.1666666666667,True,False
1199,12,24.3,2017,2019,10,0,138.68312757201645,True,False
1200,12,24.5,2019,2019,1,0,436.2857142857143,True,False
1201,12,24.5,2016,2019,2,0,357.7551020408163,True,False
1202,12,25.0,2011,2019,2,0,340.0,True,False
1203,12,26.0,2019,2019,2,0,393.65384615384613,True,False
1204,12,26.0,2002,2019,11,0,184.84615384615384,True,False
1205,8,26.0,2001,2019,2,0,115.38461538461539,False,True
1206,8,26.4,2001,2019,2,0,189.62121212121212,True,False
1207,12,26.44,2001,2019,12,0,280.3328290468986,True,False
1208,8,26.48,2008,2019,1,0,113.29305135951661,False,True
1209,8,27.0,2016,2019,8,0,303.7037037037037,True,False
1210,8,27.0,2001,2019,2,0,218.96296296296296,True,False
1211,12,27.0,2014,2019,4,0,286.85185185185185,True,False
1212,12,27.0,2012,2019,2,0,315.8888888888889,True,False
1213,12,27.94,1994,2019,4,0,125.26843235504653,False,True
1214,8,28.0,2017,2019,2,0,329.82142857142856,True,False
1215,8,29.75,2018,2019,12,0,304.5042016806723,True,False
1216,8,29.75,2001,2019,10,0,177.51260504201682,True,False
1217,8,29.75,2018,2019,12,0,328.2352941176471,True,False
1218,8,29.75,2016,2019,1,0,298.38655462184875,True,False
1219,12,30.0,2001,2019,3,0,184.3,True,False
1220,8,30.0,2014,2019,8,0,219.7,True,False
1221,12,30.0,2001,2019,3,0,199.4,True,False
1222,8,30.0,2018,2019,2,0,409.8,True,False
1223,12,30.0,2001,2019,2,0,212.73333333333332,True,False
1224,12,30.0,2008,2019,2,0,268.6333333333333,True,False
1225,8,30.0,2017,2019,2,0,330.4,True,False
1226,12,30.0,2015,2019,2,0,246.06666666666666,True,False
1227,8,30.0,2001,2019,2,0,100.0,False,True
1228,12,30.0,2011,2019,2,0,150.0,False,True
1229,12,30.0,2016,2019,12,0,150.0,False,True
1230,12,33.0,2004,2019,3,0,279.8484848484849,True,False
1231,25,33.0,2017,2019,5,0,193.8181818181818,True,False
1232,12,33.0,2012,2019,2,0,223.0,True,False
1233,8,33.0,2011,2019,2,0,265.6060606060606,True,False
1234,12,33.0,2001,2019,1,0,215.54545454545453,True,False
1235,12,33.0,2006,2019,6,0,245.84848484848484,True,False
1236,12,33.0,2015,2019,2,0,244.3939393939394,True,False
1237,8,33.0,2008,2019,8,0,177.96969696969697,True,False
1238,8,33.0,2008,2019,8,0,177.96969696969697,True,False
1239,12,33.0,2019,2019,2,0,366.3030303030303,True,False
1240,12,33.0,2013,2019,12,0,244.21212121212122,True,False
1241,12,33.0,2018,2019,6,0,289.6060606060606,True,False
1242,12,33.0,2015,2019,2,0,151.5151515151515,False,True
1243,12,33.0,2013,2019,11,0,121.21212121212122,False,True
1244,8,33.05,2016,2019,12,0,295.46142208774586,True,False
1245,12,33.06,1990,2019,2,0,151.42165759225648,True,False
1246,8,33.4,2019,2019,1,0,183.5928143712575,True,False
1247,12,35.0,2001,2019,1,0,199.45714285714286,True,False
1248,0,35.0,2018,2019,5,0,157.14285714285714,False,True
1249,12,35.0,2018,2019,2,0,171.42857142857142,False,True
1250,12,35.0,2018,2019,2,0,171.42857142857142,False,True
1251,12,36.0,2014,2019,3,0,256.52777777777777,True,False
1252,8,36.0,2019,2019,1,0,166.66666666666666,False,True
1253,8,39.0,2011,2019,2,0,206.64102564102564,True,False
1254,8,39.0,2019,2019,1,0,153.84615384615384,False,True
1255,12,40.0,2013,2019,11,0,133.825,True,False
1256,12,42.0,2019,2019,2,0,308.8333333333333,True,False
1257,0,42.0,2018,2019,1,0,130.95238095238096,False,True
1258,8,43.0,2014,2019,10,0,202.72093023255815,True,False
1259,12,43.0,2011,2019,3,0,198.34883720930233,True,False
1260,12,45.0,2006,2019,7,0,240.0,True,False
1261,12,45.0,1998,2019,12,0,122.86666666666666,True,False
1262,12,45.0,2013,2019,3,0,283.6666666666667,True,False
1263,8,45.0,2017,2019,7,0,241.9777777777778,True,False
1264,0,45.0,2018,2019,2,0,133.33333333333334,False,True
1265,12,46.0,2006,2019,10,0,183.15217391304347,True,False
1266,12,46.0,2011,2019,3,0,185.41304347826087,True,False
1267,25,46.62,2018,2019,5,0,82.45388245388246,True,False
1268,8,48.0,2003,2019,8,0,170.83333333333334,True,False
1269,12,49.0,2004,2019,6,0,182.14285714285714,True,False
1270,12,49.0,2004,2019,1,0,147.10204081632654,True,False
1271,8,49.4,2019,2019,12,0,95.8502024291498,True,False
1272,8,49.4,2019,2019,4,0,121.45748987854252,False,True
1273,12,49.58,2019,2019,1,0,227.18838241226302,True,False
1274,12,50.0,2006,2019,1,0,197.92,True,False
1275,12,50.0,1993,2019,10,0,133.2,True,False
1276,12,50.0,2007,2019,8,0,147.28,True,False
1277,12,50.0,2016,2019,5,0,177.54,True,False
1278,25,50.0,2017,2019,8,0,183.64,True,False
1279,8,50.0,2019,2019,1,0,182.64,True,False
1280,0,50.0,2018,2019,1,0,110.0,False,True
1281,12,50.0,2015,2019,3,0,150.0,False,True
1282,12,50.0,2015,2019,5,0,160.0,False,True
1283,12,50.61,2017,2019,5,0,58.44694724362774,True,False
1284,12,51.0,2007,2019,1,0,147.6078431372549,True,False
1285,12,51.45,2019,2019,7,0,231.07871720116617,True,False
1286,12,51.45,2019,2019,8,0,194.3634596695821,False,True
1287,12,52.8,2011,2019,6,0,228.35227272727275,True,False
1288,12,52.89,1995,2019,4,0,125.9217243335224,True,False
1289,8,53.0,1996,2019,2,0,122.64150943396227,False,True
1290,8,54.0,1994,2019,8,0,130.46296296296296,True,False
1291,8,55.0,2000,2019,8,0,147.92727272727274,True,False
1292,12,55.0,2019,2019,8,0,227.27272727272728,True,False
1293,12,55.0,2011,2019,8,0,109.0909090909091,False,True
1294,8,55.0,1996,2019,5,0,72.72727272727273,False,True
1295,12,55.0,2019,2019,3,0,181.8181818181818,False,True
1296,8,56.0,1992,2019,10,0,130.21428571428572,True,False
1297,8,56.0,2005,2019,10,0,107.14285714285714,False,True
1298,8,56.1,2017,2019,3,0,235.91800356506238,True,False
1299,12,57.12,2018,2019,12,0,96.00840336134455,True,False
1300,12,57.12,2018,2019,12,0,96.00840336134455,True,False
1301,25,57.57,2017,2019,6,0,156.3314226159458,False,True
1302,8,59.0,2014,2019,10,0,131.72881355932202,True,False
1303,8,59.0,2014,2019,2,0,158.52542372881356,True,False
1304,8,59.0,2014,2019,4,0,199.864406779661,True,False
1305,8,59.0,2019,2019,1,0,127.11864406779661,False,True
1306,8,59.49,1998,2019,8,0,126.82803832576903,True,False
1307,12,59.5,2006,2019,2,0,147.3109243697479,True,False
1308,12,59.69,2016,2019,9,0,150.77902496230524,False,True
1309,12,60.0,1997,2019,6,0,204.4,True,False
1310,12,60.0,1995,2019,10,0,110.53333333333333,True,False
1311,12,60.0,2011,2019,10,0,116.66666666666667,False,True
1312,12,60.0,2019,2019,2,0,150.0,False,True
1313,0,60.0,2018,2019,4,0,116.66666666666667,False,True
1314,8,62.0,1996,2019,10,0,141.80645161290323,True,False
1315,25,62.4,2017,2019,12,0,144.23076923076923,False,True
1316,8,63.42,2018,2019,2,0,191.98990854619993,True,False
1317,12,63.56,1985,2019,9,0,110.13215859030836,False,True
1318,12,63.56,1985,2019,8,0,110.13215859030836,False,True
1319,8,63.7,1997,2019,9,0,97.67660910518053,True,False
1320,8,64.04,1986,2019,5,0,124.92192379762648,False,True
1321,8,64.35,1985,2019,12,0,119.75135975135976,True,False
1322,12,64.89,1987,2019,1,0,127.35398366466328,True,False
1323,12,64.89,1987,2019,1,0,127.35398366466328,True,False
1324,12,65.0,2008,2019,10,0,123.07692307692308,False,True
1325,12,65.0,2008,2019,10,0,123.07692307692308,False,True
1326,12,65.76,1986,2019,7,0,106.44768856447688,True,False
1327,12,65.76,1986,2019,7,0,106.44768856447688,True,False
1328,12,65.76,1986,2019,10,0,76.03406326034063,False,True
1329,8,66.0,1981,2019,9,0,37.878787878787875,False,True
1330,12,66.12,1988,2019,7,0,131.07985480943736,True,False
1331,12,66.12,2017,2019,5,0,136.11615245009074,False,True
1332,12,66.15,1986,2019,12,0,157.39984882842023,True,False
1333,8,66.6,1988,2019,7,0,91.75675675675676,True,False
1334,25,68.0,1997,2019,2,0,110.72058823529412,True,False
1335,8,68.0,1981,2019,10,0,147.05882352941177,False,True
1336,8,68.94,1988,2019,10,0,94.69103568320278,True,False
1337,8,71.0,1997,2019,2,0,91.54929577464789,False,True
1338,12,71.07,1995,2019,6,0,114.81637821865768,True,False
1339,12,72.0,2018,2019,1,0,111.11111111111111,False,True
1340,8,72.27,1985,2019,12,0,41.511000415110004,False,True
1341,12,74.75,2016,2019,12,0,88.25418060200668,True,False
1342,12,75.96,2019,2019,7,0,131.64823591363876,False,True
1343,8,77.34,1988,2019,1,0,120.14481510214637,True,False
1344,25,77.37,1995,2019,3,0,129.24906294429366,False,True
1345,12,78.31,1994,2019,6,0,89.3883284382582,False,True
1346,8,80.0,2017,2019,12,0,94.1125,True,False
1347,8,80.0,1991,2019,1,0,162.5,False,True
1348,8,80.04,2004,2019,4,0,99.95002498750624,False,True
1349,12,83.37,1997,2019,3,0,71.96833393306945,False,True
1350,12,83.66,2019,2019,11,0,143.43772412144395,False,True
1351,8,84.0,2019,2019,3,0,185.92857142857142,True,False
1352,12,84.0,2017,2019,11,0,142.85714285714286,False,True
1353,12,85.0,1997,2019,11,0,150.1764705882353,True,False
1354,12,85.0,1997,2019,2,0,155.7058823529412,True,False
1355,12,85.64,2018,2019,1,0,175.15179822512843,False,True
1356,8,85.93,2000,2019,11,0,104.73641335971138,False,True
1357,12,86.26,2019,2019,11,0,139.11430558775794,False,True
1358,8,87.87,1995,2019,6,0,56.90224194833276,False,True
1359,12,89.3,1991,2019,7,0,110.73908174692049,True,False
1360,12,89.51,1996,2019,5,0,122.8912970617808,False,True
1361,12,90.0,2000,2019,9,0,127.15555555555555,True,False
1362,12,90.0,2000,2019,12,0,138.5,True,False
1363,8,91.86,1986,2019,6,0,128.3692575658611,True,False
1364,12,91.97,1987,2019,3,0,94.97662281178646,True,False
1365,12,92.78,1991,2019,5,0,70.05820219874973,False,True
1366,8,92.8,2010,2019,5,0,156.55172413793105,True,False
1367,12,93.33,1996,2019,6,0,107.14668381013608,False,True
1368,8,93.88,2017,2019,7,0,145.57946314443973,True,False
1369,12,94.89,1994,2019,11,0,84.30814627463378,False,True
1370,8,102.12,1998,2019,8,0,138.8758323540932,True,False
1371,12,106.0,2012,2019,9,0,107.44339622641509,True,False
1372,8,108.36,1995,2019,1,0,74.19712070874861,True,False
1373,12,114.38,2011,2019,7,0,104.91344640671447,False,True
1374,8,115.19,2014,2019,7,0,115.74789478253321,True,False
1375,12,117.54,1995,2019,6,0,25.523226135783563,False,True
1376,12,145.0,2006,2019,7,0,62.06896551724138,False,True
1377,8,196.5,1994,2019,9,0,43.541984732824424,True,False
1378,8,219.7,2003,2019,9,0,29.585798816568047,False,True
1379,8,10.8,1984,2019,5,0,462.96296296296293,False,True
1380,25,15.0,1980,2019,4,0,326.4,True,False
1381,8,30.0,2003,2019,10,0,214.66666666666666,True,False
1382,8,33.0,2017,2019,1,0,283.54545454545456,True,False
1383,8,36.0,2017,2019,2,0,252.44444444444446,True,False
1384,8,36.0,2018,2019,6,0,278.02777777777777,True,False
1385,8,39.6,2019,2019,11,0,88.38383838383838,False,True
1386,8,39.6,2019,2019,9,0,126.26262626262626,False,True
1387,8,40.0,2018,2019,6,0,192.7,True,False
1388,25,40.0,1993,2019,5,0,131.6,True,False
1389,8,45.0,2017,2019,1,0,205.7111111111111,True,False
1390,8,46.25,1992,2019,4,0,128.86486486486487,True,False
1391,12,48.96,1988,2019,5,0,76.87908496732027,True,False
1392,8,50.52,1996,2019,12,0,59.38242280285035,False,True
1393,8,55.7,2011,2019,9,0,128.67145421903052,True,False
1394,8,58.0,2019,2019,8,0,172.41379310344828,False,True
1395,8,60.27,1998,2019,3,0,68.90658702505392,True,False
1396,12,60.86,1979,2019,8,0,52.2839303319093,True,False
1397,12,62.0,1992,2019,4,0,40.32258064516129,False,True
1398,8,67.07,1993,2019,3,0,52.184285075294476,False,True
1399,8,67.56,1985,2019,8,0,94.19775014801658,True,False
1400,8,70.52,2019,2019,8,0,155.9841179807147,False,True
1401,8,83.45,2019,2019,11,0,83.88256440982624,False,True
1402,8,83.45,2019,2019,10,0,107.84901138406231,False,True
1403,8,86.31,1991,2019,6,0,42.82238442822384,True,False
1404,8,95.2,2018,2019,7,0,105.04201680672269,False,True
1405,0,99.72,2018,2019,1,0,120.33694344163658,False,True
1406,8,104.0,2017,2019,10,0,105.76923076923077,False,True
1407,8,109.08,2018,2019,12,0,141.55665566556655,True,False
1408,12,114.35,2004,2019,12,0,96.9654569304766,True,False
1409,8,120.0,2018,2019,3,0,127.94166666666666,True,False
1410,8,124.98,1997,2019,11,0,41.654664746359416,True,False
1411,8,193.4,2017,2019,3,0,58.092037228541884,True,False
1412,8,26.45,2003,2019,12,0,221.28544423440454,True,False
1413,8,33.1,2006,2019,12,0,205.07552870090635,True,False
1414,8,16.5,2000,2019,2,0,169.6969696969697,False,True
1415,8,16.52,2000,2019,2,0,368.1598062953995,True,False
1416,8,19.23,2008,2019,3,0,291.8356734269371,True,False
1417,8,20.0,2000,2019,4,0,231.4,True,False
1418,12,21.0,2011,2019,2,0,406.14285714285717,True,False
1419,8,23.14,1991,2019,5,0,64.82281763180639,False,True
1420,8,23.54,2010,2019,3,0,363.59388275276126,True,False
1421,12,26.33,2017,2019,12,0,344.05620964679076,True,False
1422,8,26.4,2019,2019,2,0,278.5227272727273,True,False
1423,8,26.4,2019,2019,2,0,271.8181818181818,True,False
1424,12,26.44,2017,2019,11,0,291.45234493192135,True,False
1425,8,27.1,1997,2019,12,0,352.73062730627305,True,False
1426,8,30.0,2018,2019,2,0,284.5,True,False
1427,8,30.0,2012,2019,2,0,189.2,True,False
1428,8,30.0,2000,2019,2,0,152.16666666666666,True,False
1429,8,30.0,2010,2019,6,0,236.4,True,False
1430,8,30.0,2010,2019,1,0,228.86666666666667,True,False
1431,12,33.0,2017,2019,10,0,285.6060606060606,True,False
1432,8,33.0,2000,2019,12,0,165.5151515151515,True,False
1433,8,33.0,2019,2019,2,0,274.5151515151515,True,False
1434,0,33.0,2019,2019,10,0,266.42424242424244,True,False
1435,12,33.0,2017,2019,10,0,151.5151515151515,False,True
1436,0,35.28,2019,2019,11,0,170.06802721088434,False,True
1437,8,39.66,1997,2019,9,0,114.57387796268281,True,False
1438,0,40.0,2019,2019,12,0,175.725,True,False
1439,0,40.0,2019,2019,11,0,150.0,False,True
1440,8,42.97,2002,2019,2,0,89.66720968117292,True,False
1441,8,45.0,2010,2019,3,0,201.3111111111111,True,False
1442,8,47.0,2017,2019,8,0,206.95744680851064,True,False
1443,8,49.59,2016,2019,2,0,152.42992538818308,True,False
1444,12,50.0,2011,2019,10,0,192.08,True,False
1445,0,51.26,2019,2019,10,0,183.3008193523215,True,False
1446,8,56.0,2017,2019,8,0,197.23214285714286,True,False
1447,12,58.91,2018,2019,4,0,70.14089288745545,True,False
1448,12,58.91,2018,2019,4,0,70.14089288745545,True,False
1449,12,58.91,2018,2019,4,0,70.14089288745545,True,False
1450,12,58.91,2018,2019,4,0,70.14089288745545,True,False
1451,12,59.4,2008,2019,1,0,207.42424242424244,True,False
1452,8,59.5,2016,2019,5,0,136.67226890756302,True,False
1453,0,59.52,2019,2019,11,0,142.80913978494624,False,True
1454,8,59.87,2019,2019,11,0,141.97427760146985,False,True
1455,0,59.87,2019,2019,10,0,141.97427760146985,False,True
1456,0,60.0,2019,2019,10,0,150.0,False,True
1457,8,60.0,2017,2019,12,0,125.0,False,True
1458,8,62.32,1988,2019,8,0,121.06867779204107,True,False
1459,8,63.52,1988,2019,3,0,117.97858942065491,True,False
1460,8,63.63,1988,2019,8,0,111.44114411441144,True,False
1461,8,68.72,1990,2019,7,0,105.09313154831199,True,False
1462,8,71.44,1987,2019,12,0,97.98432250839866,False,True
1463,8,75.7,1986,2019,4,0,85.86525759577279,False,True
1464,8,76.19,1991,2019,1,0,78.7504921905762,False,True
1465,8,78.94,2006,2019,9,0,88.67494299467951,False,True
1466,8,81.9,1991,2019,10,0,107.35042735042734,True,False
1467,8,82.64,1988,2019,3,0,91.46902226524685,True,False
1468,8,85.0,1987,2019,5,0,129.41176470588235,False,True
1469,8,86.0,1985,2019,11,0,115.25581395348837,True,False
1470,8,87.75,2008,2019,4,0,85.78917378917379,True,False
1471,8,92.56,1989,2019,1,0,133.11365600691443,True,False
1472,8,95.0,2019,2019,2,0,172.13684210526316,True,False
1473,8,102.06,1987,2019,5,0,95.94356261022928,True,False
1474,12,117.09,2017,2019,6,0,131.4885985139636,True,False
1475,12,117.09,2017,2019,6,0,102.48526774276198,False,True
1476,12,135.54,1987,2019,4,0,40.78500811568541,True,False
1477,8,170.9,1989,2019,9,0,45.83382094792276,True,False
1478,8,10.4,2003,2019,2,0,390.28846153846155,True,False
1479,8,13.2,2009,2019,12,0,542.3484848484849,True,False
1480,12,13.22,2001,2019,7,0,259.6822995461422,True,False
1481,8,15.0,2017,2019,2,0,66.66666666666667,False,True
1482,8,16.2,1975,2019,10,0,298.0246913580247,True,False
1483,8,18.0,1987,2019,8,0,270.22222222222223,True,False
1484,12,18.0,2001,2019,8,0,270.22222222222223,True,False
1485,8,25.5,2017,2019,10,0,176.47058823529412,False,True
1486,8,26.0,2005,2019,12,0,228.5,True,False
1487,8,26.2,2003,2019,11,0,114.50381679389314,False,True
1488,8,28.4,1980,2019,1,0,471.69014084507046,True,False
1489,12,30.0,2002,2019,6,0,154.26666666666668,True,False
1490,8,30.0,2009,2019,2,0,257.6333333333333,True,False
1491,8,30.0,2013,2019,11,0,304.7,True,False
1492,8,30.0,2006,2019,8,0,228.16666666666666,True,False
1493,8,30.0,2012,2019,12,0,268.8333333333333,True,False
1494,12,30.0,2013,2019,10,0,133.33333333333334,False,True
1495,12,30.0,2013,2019,10,0,133.33333333333334,False,True
1496,8,33.0,2002,2019,4,0,179.9090909090909,True,False
1497,8,33.0,2002,2019,2,0,181.27272727272728,True,False
1498,12,33.0,2014,2019,5,0,236.12121212121212,True,False
1499,8,33.0,2016,2019,2,0,336.0,True,False
1500,8,33.0,2014,2019,3,0,265.6060606060606,True,False
1501,12,33.0,1987,2019,3,0,638.1515151515151,True,False
1502,12,33.0,2015,2019,3,0,250.27272727272728,True,False
1503,8,33.0,2016,2019,4,0,310.1818181818182,True,False
1504,12,33.0,2018,2019,4,0,339.06060606060606,True,False
1505,8,33.0,2017,2019,1,0,151.5151515151515,False,True
1506,8,33.0,2017,2019,12,0,151.5151515151515,False,True
1507,12,33.0,2011,2019,8,0,121.21212121212122,False,True
1508,12,33.05,2013,2019,11,0,228.71406959152802,True,False
1509,8,33.05,2016,2019,9,0,285.74886535552196,True,False
1510,12,33.21,2012,2019,11,0,201.92713038241493,True,False
1511,8,35.0,2008,2019,7,0,149.2,True,False
1512,12,36.0,2014,2019,12,0,251.63888888888889,True,False
1513,8,36.0,2003,2019,8,0,132.33333333333334,True,False
1514,12,36.0,2014,2019,3,0,251.63888888888889,True,False
1515,12,36.18,2008,2019,8,0,194.7208402432283,True,False
1516,8,39.0,2016,2019,2,0,198.33333333333334,True,False
1517,12,39.0,2012,2019,7,0,178.64102564102564,True,False
1518,8,39.0,2016,2019,1,0,257.87179487179486,True,False
1519,8,39.6,2015,2019,8,0,196.96969696969697,True,False
1520,8,40.0,2017,2019,9,0,247.225,True,False
1521,8,40.0,2012,2019,2,0,185.3,True,False
1522,8,40.0,2012,2019,12,0,213.975,True,False
1523,8,41.26,2005,2019,12,0,96.94619486185168,False,True
1524,8,41.26,2005,2019,12,0,96.94619486185168,False,True
1525,8,43.0,2003,2019,7,0,69.76744186046511,False,True
1526,12,44.55,2006,2019,4,0,143.56902356902359,True,False
1527,8,45.0,2009,2019,7,0,218.51111111111112,True,False
1528,8,46.71,1988,2019,5,0,149.6895739670306,True,False
1529,12,46.99,1987,2019,8,0,177.99531815279846,True,False
1530,12,47.98,2015,2019,12,0,202.29262192580242,True,False
1531,12,50.0,2008,2019,5,0,150.56,True,False
1532,8,50.0,2012,2019,4,0,172.64,True,False
1533,8,50.0,2016,2019,5,0,230.56,True,False
1534,12,52.8,2017,2019,8,0,151.51515151515153,False,True
1535,30,52.9,2008,2019,7,0,94.5179584120983,False,True
1536,8,53.02,1973,2019,5,0,150.88645794039985,False,True
1537,12,55.5,1993,2019,3,0,142.018018018018,True,False
1538,8,56.5,2017,2019,8,0,146.42477876106196,True,False
1539,8,57.0,1994,2019,3,0,35.08771929824562,False,True
1540,8,57.0,2008,2019,4,0,140.35087719298247,False,True
1541,8,57.0,2008,2019,4,0,87.71929824561404,False,True
1542,8,58.0,2012,2019,3,0,129.31034482758622,True,False
1543,12,59.46,1989,2019,6,0,138.9841910528086,True,False
1544,8,59.5,2012,2019,5,0,183.61344537815125,True,False
1545,8,59.5,2006,2019,2,0,150.2689075630252,True,False
1546,8,59.5,2012,2019,1,0,160.1344537815126,True,False
1547,8,66.0,2017,2019,2,0,244.21212121212122,True,False
1548,12,66.0,2007,2019,5,0,110.06060606060606,True,False
1549,12,66.0,1975,2019,4,0,129.21212121212122,True,False
1550,12,66.0,1991,2019,10,0,114.06060606060606,True,False
1551,8,66.0,2017,2019,1,0,136.36363636363637,False,True
1552,12,66.0,2007,2019,8,0,83.33333333333333,False,True
1553,8,66.0,2018,2019,9,0,136.36363636363637,False,True
1554,8,66.47,1996,2019,6,0,54.15977132540996,False,True
1555,8,67.05,2003,2019,8,0,59.65697240865026,False,True
1556,8,67.27,2004,2019,11,0,66.89460383529062,False,True
1557,12,72.0,2018,2019,4,0,166.66666666666666,False,True
1558,8,76.74,2005,2019,2,0,150.23455824863174,True,False
1559,8,76.74,2005,2019,2,0,104.24811050299714,False,True
1560,12,81.51,1975,2019,11,0,90.56557477610109,True,False
1561,8,81.72,1987,2019,7,0,87.01664219285365,True,False
1562,8,84.0,1993,2019,12,0,107.8452380952381,True,False
1563,12,84.25,2002,2019,7,0,113.42433234421365,True,False
1564,8,85.0,2008,2019,10,0,184.23529411764707,True,False
1565,12,99.17,2019,2019,4,0,110.92064132298074,False,True
1566,12,100.84,2019,2019,5,0,132.10035700119,True,False
1567,8,105.0,2005,2019,7,0,38.095238095238095,False,True
1568,8,105.0,2018,2019,1,0,142.85714285714286,False,True
1569,8,115.01,2005,2019,8,0,95.64385705590817,False,True
1570,8,53.0,1940,2019,1,0,59.094339622641506,True,False
1571,8,69.42,1955,2019,7,0,64.01613367905503,True,False
1572,8,23.1,1980,2019,11,0,267.6190476190476,True,False
1573,8,28.0,2011,2019,6,0,237.85714285714286,True,False
1574,12,35.0,2012,2019,10,0,181.65714285714284,True,False
1575,25,39.0,2014,2019,1,0,150.2051282051282,True,False
1576,12,48.52,2005,2019,1,0,61.830173124484745,False,True
1577,8,50.0,2011,2019,6,0,173.2,True,False
1578,25,50.0,2014,2019,1,0,99.06,True,False
1579,25,60.0,2014,2019,5,0,162.58333333333334,True,False
1580,8,76.38,1954,2019,1,0,68.08064938465567,False,True
1581,12,79.2,1985,2019,9,0,76.46464646464646,True,False
1582,25,99.0,2014,2019,2,0,222.22222222222223,True,False
1583,8,99.0,1980,2019,7,0,121.21212121212122,False,True
1584,12,132.0,1977,2019,1,0,83.6969696969697,True,False
1585,8,198.34,2007,2019,12,0,31.587173540385198,True,False
1586,25,20.0,2016,2019,7,0,459.45,True,False
1587,12,22.0,2016,2019,10,0,198.0909090909091,True,False
1588,12,26.45,2019,2019,3,0,189.0359168241966,False,True
1589,12,26.45,2019,2019,3,0,189.0359168241966,False,True
1590,12,26.45,2019,2019,2,0,189.0359168241966,False,True
1591,12,26.45,2019,2019,1,0,189.0359168241966,False,True
1592,12,28.0,2017,2019,12,0,304.82142857142856,True,False
1593,12,29.14,2017,2019,11,0,270.487302676733,True,False
1594,12,33.0,2014,2019,6,0,151.5151515151515,False,True
1595,12,33.06,2014,2019,1,0,211.4942528735632,True,False
1596,12,33.33,2019,2019,1,0,180.01800180018003,False,True
1597,25,35.0,2019,2019,8,0,325.9714285714286,True,False
1598,12,36.3,2014,2019,4,0,137.74104683195594,False,True
1599,12,39.6,2017,2019,2,0,203.66161616161617,True,False
1600,12,39.6,2019,2019,5,0,253.96464646464645,True,False
1601,12,39.6,2019,2019,2,0,280.0,True,False
1602,25,42.0,2018,2019,10,0,243.71428571428572,True,False
1603,25,45.0,2019,2019,8,0,277.77777777777777,True,False
1604,25,45.0,2018,2019,6,0,195.37777777777777,True,False
1605,12,52.8,2017,2019,2,0,151.51515151515153,False,True
1606,25,55.0,2016,2019,11,0,172.72727272727272,False,True
1607,12,55.0,2014,2019,6,0,90.9090909090909,False,True
1608,12,55.0,2014,2019,6,0,90.9090909090909,False,True
1609,25,59.4,2016,2019,7,0,144.04040404040404,True,False
1610,8,94.05,1998,2019,7,0,68.51674641148325,True,False
1611,25,137.55,2018,2019,11,0,58.160668847691745,False,True
1612,8,73.1,1940,2019,3,0,116.67578659370726,True,False
1613,8,99.69,2011,2019,11,0,200.62192797672787,False,True
1614,8,20.0,2002,2019,2,0,226.45,True,False
1615,8,25.0,2016,2019,2,0,330.6,True,False
1616,8,28.0,2017,2019,2,0,355.0357142857143,True,False
1617,12,30.0,2005,2019,3,0,244.13333333333333,True,False
1618,12,33.0,2004,2019,4,0,214.9090909090909,True,False
1619,8,33.0,2002,2019,2,0,172.9090909090909,True,False
1620,8,33.0,2017,2019,11,0,259.3636363636364,True,False
1621,8,33.0,2017,2019,11,0,213.9090909090909,True,False
1622,8,33.0,2012,2019,12,0,301.24242424242425,True,False
1623,8,33.05,2002,2019,7,0,137.85173978819972,True,False
1624,8,36.36,2003,2019,1,0,123.76237623762377,False,True
1625,8,62.97,1980,2019,2,0,120.04128950293791,True,False
1626,8,66.0,1990,2019,9,0,109.42424242424242,True,False
1627,8,80.43,2012,2019,10,0,143.3296033818227,True,False
1628,12,33.0,2015,2019,12,0,283.42424242424244,True,False
1629,8,53.0,2017,2019,12,0,135.39622641509433,True,False
1630,12,56.1,2015,2019,2,0,142.602495543672,False,True
1631,8,66.0,2012,2019,2,0,168.0,True,False
1632,12,79.0,1995,2019,6,0,50.63291139240506,False,True
1633,8,89.2,1996,2019,8,0,71.34529147982063,True,False
1634,12,157.0,2015,2019,7,0,92.71337579617834,True,False
1635,8,99.17,1978,2019,8,0,69.0228899868912,True,False
