,keyword,sentiment_score
0,CGV,0.7266484741326217
1,LH,0.7117661289374033
2,갤러리아,0.752767620303414
3,경상대,0.7369075288217535
4,남강,0.7261128575861955
5,롯데마트,0.6767635191640546
6,롯데몰,0.700680578549703
7,롯데시네마,0.6697979575709293
8,메가박스,0.6888035714626313
9,모다아울렛,0.7155851684767625
10,엠비씨네,0.8101055145263671
11,이마트,0.6952017545700073
12,중앙시장,0.7249208148320516
13,진주성,0.7593890333175659
14,진주역,0.7132165984312693
15,칠암캠,0.7615195314089457
16,탑마트,0.6858129161567503
17,홈플러스,0.6994254428606766
