,시군구,번지,도로조건,계약면적(㎡),계약년월,계약일,보증금(만원),월세(만원),건축년도,도로명,경도,위도,year,month,location,전월세전환율,전세전환가격,coivd,price_per_m2,gnu_distance,전월세구분_월세,전월세구분_전세
90,경상남도 진주시 가좌동,5**,12,25.0,201912,22,300,40,2015,진주대로500번길,128.1048819,35.150661,2019,12,경상남도 진주시 가좌동 진주대로500번길,5.1,9712,0,388.48,0.4348472439529899,True,False
91,경상남도 진주시 가좌동,1***,12,25.0,201902,22,300,27,1988,가좌길36번길,128.1033275,35.1452897,2019,2,경상남도 진주시 가좌동 가좌길36번길,5.1,6653,0,266.12,0.8859574724741465,True,False
92,경상남도 진주시 가좌동,5**,12,25.0,201911,23,300,39,2007,진주대로500번길,128.0998978,35.158679,2019,11,경상남도 진주시 가좌동 진주대로500번길,5.1,9476,0,379.04,0.6358430325214474,True,False
93,경상남도 진주시 가좌동,1***,8,25.0,201912,23,500,28,2008,진주대로404번길,128.1062979,35.1592505,2019,12,경상남도 진주시 가좌동 진주대로404번길,5.1,7088,0,283.52,0.8368933157814341,True,False
94,경상남도 진주시 가좌동,4**,12,25.0,201911,23,1500,15,2010,개양로6번길,128.1088389,35.1551106,2019,11,경상남도 진주시 가좌동 개양로6번길,5.1,5029,0,201.16,0.7410075237631446,True,False
95,경상남도 진주시 가좌동,1***,8,25.0,201901,24,300,37,1987,가좌길40번길,128.1033275,35.1452897,2019,1,경상남도 진주시 가좌동 가좌길40번길,5.3,8677,0,347.08,0.8859574724741465,True,False
96,경상남도 진주시 가좌동,1***,12,25.0,201912,26,300,45,2006,가좌길64번길,128.1033275,35.1452897,2019,12,경상남도 진주시 가좌동 가좌길64번길,5.1,10888,0,435.52,0.8859574724741465,True,False
97,경상남도 진주시 가좌동,4**,12,25.0,201901,26,500,41,2012,진주대로568번길,128.1088389,35.1551106,2019,1,경상남도 진주시 가좌동 진주대로568번길,5.3,9783,0,391.32,0.7410075237631446,True,False
98,경상남도 진주시 가좌동,4**,12,25.0,201901,26,500,40,2008,가좌안골길16번길,128.1033275,35.1452897,2019,1,경상남도 진주시 가좌동 가좌안골길16번길,5.3,9557,0,382.28,0.8859574724741465,True,False
99,경상남도 진주시 가좌동,5**,12,25.0,201902,26,4000,2,2007,진주대로500번길,128.1088389,35.1551106,2019,2,경상남도 진주시 가좌동 진주대로500번길,5.1,4471,0,178.84,0.7410075237631446,True,False
100,경상남도 진주시 가좌동,1***,25,25.0,201901,27,300,40,1990,가좌길64번길,128.1088389,35.1551106,2019,1,경상남도 진주시 가좌동 가좌길64번길,5.3,9357,0,374.28,0.7410075237631446,True,False
101,경상남도 진주시 가좌동,4**,12,25.0,201912,28,300,36,2011,가좌안골길16번길,128.1077275,35.1529391,2019,12,경상남도 진주시 가좌동 가좌안골길16번길,5.1,8771,0,350.84,0.6035704828373876,True,False
102,경상남도 진주시 가좌동,1***,8,25.0,201912,28,500,40,2002,가좌길44번길,128.1085555,35.1565802,2019,12,경상남도 진주시 가좌동 가좌길44번길,5.1,9912,0,396.48,0.7843704543021701,True,False
103,경상남도 진주시 가좌동,4**,12,25.0,201901,31,300,39,2014,개양로13번길,128.1088389,35.1551106,2019,1,경상남도 진주시 가좌동 개양로13번길,5.3,9130,0,365.2,0.7410075237631446,True,False
104,경상남도 진주시 가좌동,6**,8,25.0,201912,31,5000,10,2015,가호로4번길,128.1073324,35.1529936,2019,12,경상남도 진주시 가좌동 가호로4번길,5.1,7353,0,294.12,0.5675643343495832,True,False
105,경상남도 진주시 가좌동,1***,12,25.0,201912,1,6000,0,2019,가좌길36번길,128.1080945,35.1565806,2019,12,경상남도 진주시 가좌동 가좌길36번길,5.1,6000,0,240.0,0.7484230821996642,False,True
106,경상남도 진주시 가좌동,1***,8,25.0,201908,6,5000,0,2019,가좌길48번길,128.1048819,35.150661,2019,8,경상남도 진주시 가좌동 가좌길48번길,5.5,5000,0,200.0,0.4348472439529899,False,True
107,경상남도 진주시 가좌동,1***,12,25.0,201912,7,5000,0,2017,가좌길64번길,128.1033275,35.1452897,2019,12,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,0.8859574724741465,False,True
108,경상남도 진주시 가좌동,4**,12,25.0,201902,9,4500,0,2009,개양로6번길,128.1048819,35.150661,2019,2,경상남도 진주시 가좌동 개양로6번길,5.1,4500,0,180.0,0.4348472439529899,False,True
109,경상남도 진주시 가좌동,4**,12,25.0,201911,12,5000,0,2007,진주대로568번길,128.1061209,35.158214,2019,11,경상남도 진주시 가좌동 진주대로568번길,5.1,5000,0,200.0,0.734593828027677,False,True
110,경상남도 진주시 가좌동,1***,12,25.0,201911,15,6000,0,2019,가좌길36번길,128.1088389,35.1551106,2019,11,경상남도 진주시 가좌동 가좌길36번길,5.1,6000,0,240.0,0.7410075237631446,False,True
111,경상남도 진주시 가좌동,4**,12,25.0,201901,19,4500,0,2010,개양로6번길,128.1048819,35.150661,2019,1,경상남도 진주시 가좌동 개양로6번길,5.3,4500,0,180.0,0.4348472439529899,False,True
112,경상남도 진주시 가좌동,1***,12,25.0,201911,20,5000,0,2017,가좌길64번길,128.1033275,35.1452897,2019,11,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,0.8859574724741465,False,True
113,경상남도 진주시 가좌동,1***,12,25.0,201902,21,5000,0,2017,가좌길64번길,128.1048819,35.150661,2019,2,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,0.4348472439529899,False,True
114,경상남도 진주시 가좌동,1***,12,25.0,201902,22,5000,0,2017,가좌길64번길,128.1096879,35.1661254,2019,2,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,1.6512491683109214,False,True
115,경상남도 진주시 가좌동,1***,12,25.0,201912,23,5000,0,2017,가좌길64번길,128.1149523,35.1627221,2019,12,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,1.657159580253728,False,True
116,경상남도 진주시 가좌동,1***,8,25.0,201911,24,5000,0,2018,가좌길36번길,128.1171911,35.1623414,2019,11,경상남도 진주시 가좌동 가좌길36번길,5.1,5000,0,200.0,1.7920037889732043,False,True
117,경상남도 진주시 가좌동,1***,12,25.0,201902,28,4000,0,2014,진주대로404번길,128.1152724,35.1639838,2019,2,경상남도 진주시 가좌동 진주대로404번길,5.1,4000,0,160.0,1.7725608676967561,False,True
118,경상남도 진주시 가좌동,1***,12,25.0,201911,28,5000,0,2017,가좌길64번길,128.117325,35.1638827,2019,11,경상남도 진주시 가좌동 가좌길64번길,5.1,5000,0,200.0,1.9054503884273495,False,True
119,경상남도 진주시 가좌동,1***,8,25.0,201912,29,5000,0,2019,가좌길48번길,128.1149532,35.1633441,2019,12,경상남도 진주시 가좌동 가좌길48번길,5.1,5000,0,200.0,1.702941626810016,False,True
120,경상남도 진주시 가좌동,4**,12,25.3,201912,2,5000,0,2009,진주대로542번길,128.1033275,35.1452897,2019,12,경상남도 진주시 가좌동 진주대로542번길,5.1,5000,0,197.62845849802372,0.8859574724741465,False,True
121,경상남도 진주시 가좌동,1***,8,26.0,201902,2,200,29,1989,가좌길40번길,128.1172911,35.1631976,2019,2,경상남도 진주시 가좌동 가좌길40번길,5.1,7024,0,270.15384615384613,1.8557632924192673,True,False
