iter	RMSE
474	43.46177701
475	43.45023686
476	43.42866099
477	43.40194236
478	43.38053049
479	43.36888845
480	43.34686922
481	43.34237499
482	43.31015327
483	43.2959734
484	43.27699375
485	43.2661111
486	43.2622122
487	43.24830515
488	43.22982971
489	43.19533773
490	43.17659204
491	43.15968952
492	43.14029156
493	43.1210785
494	43.11188032
495	43.0920268
496	43.06389492
497	43.05394191
498	43.02571686
499	42.99148627
500	42.98032327
501	42.95972691
502	42.93740632
503	42.9104606
504	42.908397
505	42.9069254
506	42.88809081
507	42.88102261
508	42.86265665
509	42.86110196
510	42.84422986
511	42.81850951
512	42.81518337
513	42.80476048
514	42.78126579
515	42.76222433
516	42.73597431
517	42.7326866
518	42.70507699
519	42.69354673
520	42.6707797
521	42.65699214
522	42.6233783
523	42.60517587
524	42.58803654
525	42.56628602
526	42.55430491
527	42.54367811
528	42.53409688
529	42.52199853
530	42.49293036
531	42.47531486
532	42.44940263
533	42.4340888
534	42.43096657
535	42.42780532
536	42.41361915
537	42.38533093
538	42.33977242
539	42.33050113
540	42.32439956
541	42.32176477
542	42.28631005
543	42.27084877
544	42.25774071
545	42.24715813
546	42.21801145
547	42.20383005
548	42.18258746
549	42.17112693
550	42.17084937
551	42.16281607
552	42.15708287
553	42.13142909
554	42.10942942
555	42.10046484
556	42.09855798
557	42.05193021
558	42.02539393
559	42.00272512
560	41.99174016
561	41.99052446
562	41.97929542
563	41.97857235
564	41.95216597
565	41.95090924
566	41.94648781
567	41.9218943
568	41.89135893
569	41.88939327
570	41.87207273
571	41.83576484
572	41.82904278
573	41.82605643
574	41.80520873
575	41.79413937
576	41.77470132
577	41.72355144
578	41.70722971
579	41.68733856
580	41.66264891
581	41.65682116
582	41.65314376
583	41.65136489
584	41.64811507
585	41.63866526
586	41.62356824
587	41.58847995
588	41.57849254
589	41.5673609
590	41.5653609
591	41.54924376
592	41.51448808
593	41.50696643
594	41.50073782
595	41.47255444
596	41.46036235
597	41.45233025
598	41.45132315
599	41.42935576
600	41.41656566
601	41.41504528
602	41.36804521
603	41.35864382
604	41.35192174
605	41.3440698
606	41.34052082
607	41.29854634
608	41.29149726
609	41.27965174
610	41.26145608
611	41.22919052
612	41.21372241
613	41.20167609
614	41.1735307
615	41.16449045
616	41.16190367
617	41.13325625
618	41.11433765
619	41.10322239
620	41.09578271
621	41.07156262
622	41.05917509
623	41.04823354
624	41.04247961
625	41.01648283
626	41.01322795
627	40.99232988
628	40.98947121
629	40.96452767
630	40.95547736
631	40.94905471
632	40.92757097
633	40.92262532
634	40.91947572
635	40.88851713
636	40.86206355
637	40.85800625
638	40.83339723
639	40.81156617
640	40.80524098
641	40.77328532
642	40.74107407
643	40.74042048
644	40.72617678
645	40.71837576
646	40.70141908
647	40.67470628
648	40.66881158
649	40.65621253
650	40.65261007
651	40.63254418
652	40.62299588
653	40.60893305
654	40.58774984
655	40.57728905
656	40.5735685
657	40.57047076
658	40.55047942
659	40.54837198
660	40.53517091
661	40.52710308
662	40.51131631
663	40.49824745
664	40.48566555
665	40.47734966
666	40.46282836
667	40.44908042
668	40.44289197
669	40.43453835
670	40.40705453
671	40.37833241
672	40.35807671
673	40.35621199
674	40.32896903
675	40.32310836
676	40.31159499
677	40.29834064
678	40.29557546
679	40.28987778
680	40.28300812
681	40.26894114
682	40.26755059
683	40.26077524
684	40.25559172
685	40.23840908
686	40.23319056
687	40.20834105
688	40.18545992
689	40.18390455
690	40.16980859
691	40.15750628
692	40.13587036
693	40.1083303
694	40.08945061
695	40.07837641
696	40.07517919
697	40.05892411
698	40.04983698
699	40.03655014
700	40.02225546
701	40.0172975
702	39.98803727
703	39.96992063
704	39.96514742
705	39.95384484
706	39.93959019
707	39.91949213
708	39.91858137
709	39.89413651
710	39.86949793
711	39.84786981
712	39.84166558
713	39.83931808
714	39.82895913
715	39.81026181
716	39.80548742
717	39.78419676
718	39.77796316
719	39.75690164
720	39.7375354
721	39.72288643
722	39.70563428
723	39.7037151
724	39.69420505
725	39.68439789
726	39.6670017
727	39.64724266
728	39.64535677
729	39.63545973
730	39.63325547
731	39.63125366
732	39.61368193
733	39.60524152
734	39.58323552
735	39.57191526
736	39.54741586
737	39.5279911
738	39.51258686
739	39.4953792
740	39.48449735
741	39.47285575
742	39.45197802
743	39.44007264
744	39.41773036
745	39.39886133
746	39.39094088
747	39.38207706
748	39.3794036
749	39.37779824
750	39.35411892
751	39.35199041
752	39.35032864
753	39.34578378
754	39.33664326
755	39.32818429
756	39.3279809
757	39.3145748
758	39.29117277
759	39.26934007
760	39.25731271
761	39.24921825
762	39.23838348
763	39.20952462
764	39.16673824
765	39.163731
766	39.15720373
767	39.13918797
768	39.127688
769	39.11066954
770	39.10863533
771	39.09471009
772	39.09279995
773	39.08101886
774	39.07469282
775	39.06464231
776	39.04739615
777	39.03657358
778	39.0172306
779	39.01342216
780	39.00983374
781	38.99261202
782	38.97255036
783	38.96079181
784	38.94571595
785	38.93897913
786	38.92468289
787	38.91615278
788	38.9140966
789	38.8975754
790	38.88949821
791	38.88111843
792	38.86016509
793	38.84725935
794	38.83270617
795	38.81151967
796	38.79511997
797	38.79354013
798	38.77048401
799	38.75252722
800	38.75070303
801	38.73382099
802	38.73256274
803	38.73044651
804	38.71098645
805	38.70948059
806	38.7077595
807	38.67838504
808	38.66921909
809	38.65368096
810	38.6369989
811	38.63218296
812	38.60608102
813	38.59139688
814	38.58492661
815	38.56667244
816	38.54837071
817	38.53315475
818	38.53259787
819	38.51590695
820	38.51271071
821	38.50030704
822	38.48848762
823	38.4868986
824	38.47265749
825	38.46232586
826	38.44748796
827	38.43908636
828	38.41051219
829	38.38993351
830	38.38389545
831	38.37751428
832	38.37015306
833	38.34438975
834	38.32273055
835	38.30423181
836	38.27874876
837	38.27743814
838	38.27625254
839	38.25541837
840	38.24957033
841	38.22763095
842	38.22112851
843	38.20101733
844	38.20010951
845	38.18970879
846	38.1777687
847	38.17613626
848	38.1750649
849	38.1447456
850	38.13371422
851	38.12146424
852	38.09927146
853	38.09683263
854	38.09040123
855	38.08103445
856	38.07334365
857	38.07255719
858	38.06153536
859	38.05166573
860	38.03997452
861	38.0175287
862	38.00456301
863	37.98276521
864	37.97619123
865	37.97340853
866	37.97082303
867	37.95588641
868	37.94544335
869	37.91871255
870	37.91600134
871	37.91020499
872	37.91000129
873	37.89379615
874	37.89180388
875	37.88152091
876	37.86852971
877	37.84584631
878	37.84494157
879	37.84262265
880	37.82178657
881	37.81723742
882	37.80350868
883	37.79459347
884	37.78126954
885	37.7758466
886	37.76253925
887	37.75958195
888	37.74125895
889	37.73819676
890	37.73145555
891	37.7271334
892	37.71537627
893	37.69784814
894	37.69503255
895	37.67935277
896	37.67708578
897	37.66502954
898	37.65184341
899	37.62483999
900	37.62378983
901	37.60657717
902	37.60098139
903	37.5745646
904	37.57253048
905	37.56364587
906	37.56209852
907	37.53660646
908	37.53283849
909	37.52443321
910	37.51814633
911	37.51735714
912	37.49866363
913	37.49361355
914	37.46954865
915	37.45616872
916	37.4539504
917	37.44708236
918	37.43555059
919	37.4323236
920	37.41122783
921	37.4001924
922	37.37953568
923	37.37632953
924	37.3710041
925	37.36053692
926	37.33552657
927	37.32737197
928	37.31267627
929	37.31024788
930	37.28738042
931	37.27127506
932	37.26636023
933	37.24379259
934	37.22628615
935	37.22465347
936	37.20622453
937	37.1904404
938	37.1900848
939	37.18449772
940	37.16564981
941	37.14966879
942	37.13703997
943	37.12971308
944	37.11357867
945	37.11079734
946	37.10077189
947	37.09786651
948	37.09774348
949	37.07473694
950	37.07179178
951	37.06118789
952	37.0594417
953	37.03926724
954	37.02865981
955	37.02717756
956	37.00416591
957	36.99448148
958	36.97258858
959	36.97185893
960	36.94077577
961	36.93880763
962	36.91943578
963	36.90924672
964	36.88613287
965	36.88492895
966	36.87306244
967	36.86717001
968	36.85506879
969	36.84317361
970	36.83779
971	36.8346865
972	36.82720419
973	36.81283381
974	36.80708422
975	36.79819535
976	36.79058619
977	36.78383913
978	36.78244188
979	36.78131206
980	36.77506227
981	36.77256037
982	36.76262335
983	36.75022606
984	36.74987262
985	36.74911025
986	36.74476697
987	36.72923504
988	36.72838417
989	36.7258957
990	36.71291059
991	36.71092931
992	36.70760038
993	36.69444622
994	36.6800033
995	36.67769346
996	36.67162877
997	36.66633387
998	36.65139371
999	36.64945496
