iter	RMSE
207	48.29965011
208	48.28921542
209	48.27658043
210	48.25972107
211	48.24425558
212	48.22738423
213	48.21865125
214	48.20053629
215	48.18645827
216	48.1751261
217	48.16313631
218	48.14648728
219	48.12829187
220	48.11877869
221	48.09858765
222	48.08905824
223	48.07548121
224	48.05624742
225	48.03806068
226	48.02942662
227	48.01696254
228	47.99915786
229	47.99016118
230	47.98087593
231	47.96492387
232	47.95257339
233	47.93413784
234	47.91467569
235	47.89595145
236	47.87448286
237	47.85952914
238	47.84352069
239	47.82995148
240	47.82639063
241	47.81330748
242	47.7896212
243	47.77070116
244	47.76244719
245	47.75456405
246	47.74694336
247	47.73326747
248	47.72150184
249	47.71193458
250	47.70175945
251	47.68718829
252	47.67983607
253	47.66384481
254	47.64608676
255	47.63904578
256	47.62157526
257	47.60704724
258	47.60029627
259	47.5923539
260	47.58433594
261	47.5779312
262	47.57076043
263	47.56462253
264	47.53446374
265	47.52381001
266	47.50976491
267	47.49619556
268	47.48941044
269	47.47323519
270	47.46737829
271	47.45068961
272	47.43972863
273	47.43410355
274	47.42978143
275	47.42438336
276	47.40647441
277	47.39025237
278	47.38313372
279	47.35483145
280	47.3439575
281	47.33388342
282	47.31134218
283	47.29852349
284	47.28232951
285	47.25804057
286	47.24524985
287	47.22655053
288	47.21220337
289	47.1976035
290	47.18262205
291	47.17587996
292	47.16121195
293	47.14904187
294	47.13846522
295	47.12302795
296	47.10015249
297	47.08927033
298	47.08383313
299	47.07893638
300	47.06615834
301	47.05707742
302	47.04375901
303	47.02419352
304	47.01451692
305	46.98938741
306	46.97724956
307	46.95365596
308	46.9402695
309	46.9299562
310	46.92402897
311	46.92061342
312	46.89967207
313	46.88372397
314	46.87625591
315	46.86356329
316	46.84930347
317	46.84127343
318	46.82837709
319	46.81663257
320	46.80982955
321	46.80317922
322	46.79062039
323	46.78250352
324	46.77216653
325	46.76520046
326	46.75130308
327	46.74037418
328	46.73526682
329	46.71935328
330	46.7084359
331	46.69341871
332	46.68656792
333	46.67130417
334	46.66840759
335	46.65527539
336	46.64353176
337	46.62885658
338	46.61758821
339	46.60497449
340	46.59163023
341	46.58180128
342	46.57408674
343	46.55749616
344	46.54341931
345	46.53382519
346	46.5232516
347	46.50483818
348	46.49841125
349	46.49278416
350	46.48217952
351	46.46553467
352	46.45674829
353	46.44630886
354	46.43678776
355	46.4223079
356	46.41234279
357	46.40516503
358	46.39935909
359	46.38559591
360	46.37257563
361	46.36499375
362	46.35741933
363	46.3522162
364	46.34151962
365	46.32690454
366	46.31718711
367	46.31474471
368	46.3054261
369	46.29628625
370	46.28278257
371	46.27162011
372	46.26283399
373	46.25077059
374	46.2391516
375	46.23027722
376	46.22203788
377	46.20780422
378	46.20080147
379	46.18654625
380	46.17623181
381	46.16178175
382	46.14878449
383	46.13765246
384	46.13280477
385	46.12299331
386	46.11803495
387	46.10694362
388	46.10033684
389	46.09485348
390	46.08647277
391	46.07385974
392	46.06206231
393	46.0529308
394	46.04258664
395	46.02925379
396	46.01991572
397	46.01049975
398	45.99464035
399	45.98907048
400	45.97899621
401	45.96471339
402	45.94695455
403	45.93862168
404	45.92874136
405	45.92078056
406	45.91134132
407	45.89888774
408	45.88844843
409	45.87725909
410	45.86645591
411	45.850442
412	45.84056209
413	45.83425277
414	45.82552604
415	45.81276867
416	45.80817337
417	45.79854143
418	45.79029029
419	45.77751164
420	45.76608905
421	45.75832272
422	45.74987174
423	45.74349223
424	45.72878216
425	45.71894149
426	45.71425754
427	45.70683658
428	45.69443001
429	45.68984329
430	45.68100552
431	45.67391032
432	45.66801539
433	45.65622108
434	45.65039238
435	45.64695268
436	45.63862128
437	45.62568747
438	45.62110335
439	45.61605172
440	45.60647781
441	45.5991612
442	45.58328618
443	45.57526967
444	45.56936198
445	45.55717564
446	45.54922969
447	45.54041046
448	45.53067668
449	45.52326709
450	45.51561063
451	45.51041766
452	45.49795222
453	45.49064435
454	45.47888534
455	45.46920503
456	45.45957953
457	45.45195351
458	45.44043946
459	45.43158915
460	45.42036997
461	45.41342112
462	45.40643864
463	45.40114166
464	45.39467204
465	45.38417153
466	45.37761674
467	45.37157617
468	45.36093999
469	45.35078984
470	45.34238437
471	45.33362006
472	45.3205643
473	45.31136786
474	45.30314868
475	45.2948803
476	45.29213787
477	45.28289751
478	45.27789671
479	45.26865055
480	45.25897494
481	45.25327591
482	45.23969832
483	45.22929401
484	45.22686871
485	45.2185442
486	45.21081162
487	45.20346537
488	45.19727775
489	45.19005874
490	45.18151086
491	45.17482132
492	45.16215398
493	45.15177442
494	45.14513525
495	45.139633
496	45.13089479
497	45.12233195
498	45.10920869
499	45.10588778
500	45.09826782
501	45.09244895
502	45.08670862
503	45.07676752
504	45.06153407
505	45.05136823
506	45.04474329
507	45.03694666
508	45.02363748
509	45.01862803
510	45.01243639
511	45.00496837
512	44.99977603
513	44.99397428
514	44.98848724
515	44.98183695
516	44.97077055
517	44.96328864
518	44.95762431
519	44.95021329
520	44.94074527
521	44.92740754
522	44.92100733
523	44.91112526
524	44.9048845
525	44.89968201
526	44.8929044
527	44.88586767
528	44.87444985
529	44.86959546
530	44.86357117
531	44.85428378
532	44.85119524
533	44.84622762
534	44.8327792
535	44.825881
536	44.81800042
537	44.80215632
538	44.7936827
539	44.78872826
540	44.78275328
541	44.77587893
542	44.76386115
543	44.7605851
544	44.7523464
545	44.74409245
546	44.73636355
547	44.72296975
548	44.71507239
549	44.71007234
550	44.70365435
551	44.69708472
552	44.69078672
553	44.68657844
554	44.6777019
555	44.67456955
556	44.66814605
557	44.66022589
558	44.6471153
559	44.63641736
560	44.62737361
561	44.61514124
562	44.60677676
563	44.6017367
564	44.5956695
565	44.58480164
566	44.57588086
567	44.57074496
568	44.56113479
569	44.5576936
570	44.54576919
571	44.53714831
572	44.52159219
573	44.51772457
574	44.50959228
575	44.50610166
576	44.50362652
577	44.49900339
578	44.48893227
579	44.48388274
580	44.4790225
581	44.47105664
582	44.46433738
583	44.45209452
584	44.44129521
585	44.4320334
586	44.42138634
587	44.41481164
588	44.41039928
589	44.40347772
590	44.39676471
591	44.39195695
592	44.38714329
593	44.38138757
594	44.37567382
595	44.36836026
596	44.362072
597	44.35500915
598	44.34881352
599	44.34426499
600	44.33041347
601	44.32161866
602	44.31733699
603	44.31159971
604	44.3024989
605	44.29569251
606	44.28623113
607	44.27148206
608	44.26000249
609	44.25601586
610	44.25178959
611	44.24427591
612	44.23978713
613	44.23433391
614	44.23097301
615	44.22171814
616	44.21286218
617	44.2023657
618	44.19453314
619	44.18551432
620	44.17428683
621	44.16844085
622	44.15901416
623	44.15618919
624	44.14701149
625	44.13930882
626	44.12860511
627	44.11922505
628	44.10872675
629	44.09834416
630	44.08844758
631	44.08436685
632	44.07985348
633	44.07554789
634	44.06929687
635	44.06617757
636	44.05835877
637	44.0506686
638	44.04551578
639	44.04099477
640	44.0358416
641	44.02784424
642	44.02205125
643	44.01519309
644	44.00945988
645	44.00400933
646	43.99680655
647	43.99024609
648	43.98487515
649	43.97840492
650	43.96875339
651	43.96335811
652	43.95455595
653	43.93829407
654	43.93136335
655	43.92642618
656	43.92124636
657	43.9120632
658	43.90528513
659	43.89442651
660	43.88799994
661	43.8818745
662	43.8748739
663	43.86686233
664	43.85966074
665	43.85332712
666	43.84672736
667	43.83890083
668	43.83443478
669	43.82794703
670	43.82166362
671	43.81109032
672	43.80282736
673	43.79645067
674	43.79235728
675	43.78608743
676	43.78325821
677	43.77897099
678	43.7748281
679	43.76695571
680	43.757097
681	43.7513932
682	43.74679682
683	43.74245494
684	43.73618443
685	43.73005865
686	43.72174435
687	43.72038335
688	43.71385821
689	43.7079883
690	43.70295411
691	43.69574534
692	43.68596616
693	43.67970218
694	43.67466319
695	43.67046472
696	43.66441169
697	43.65837049
698	43.65138344
699	43.64735518
700	43.64138741
701	43.63586685
702	43.63212163
703	43.62669355
704	43.62065852
705	43.6132091
706	43.6047232
707	43.59760071
708	43.5886198
709	43.58147088
710	43.57610394
711	43.57228665
712	43.56729057
713	43.55304829
714	43.54744141
715	43.54591616
716	43.54296162
717	43.53675277
718	43.53291372
719	43.52593781
720	43.5209677
721	43.51742266
722	43.51230899
723	43.50661981
724	43.49960978
725	43.49618173
726	43.49044551
727	43.48032821
728	43.47287753
729	43.46771273
730	43.46346446
731	43.45792742
732	43.45209472
733	43.44573748
734	43.43862553
735	43.43132428
736	43.42305808
737	43.41825718
738	43.41088062
739	43.40506171
740	43.40031174
741	43.39688292
742	43.39035553
743	43.38385228
744	43.37845307
745	43.37428372
746	43.37040549
747	43.36139948
748	43.35739595
749	43.35104457
750	43.34657061
751	43.33989128
752	43.33207523
753	43.32316211
754	43.31649615
755	43.3048873
756	43.300264
757	43.29426847
758	43.28868617
759	43.28509712
760	43.2838891
761	43.28229809
762	43.27979198
763	43.27554759
764	43.27106077
765	43.26536022
766	43.25988047
767	43.25428256
768	43.24802962
769	43.24328565
770	43.23864844
771	43.23467302
772	43.23081487
773	43.22381931
774	43.21641714
775	43.2117765
776	43.20673181
777	43.20216633
778	43.19478786
779	43.188833
780	43.18390692
781	43.17828351
782	43.17407049
783	43.16576203
784	43.16120278
785	43.15841864
786	43.15132676
787	43.14687497
788	43.14121697
789	43.13294497
790	43.12884725
791	43.12113124
792	43.11895927
793	43.11562524
794	43.11124965
795	43.10623992
796	43.1043001
797	43.09863386
798	43.09459674
799	43.08956414
800	43.08550884
801	43.07960011
802	43.07494935
803	43.07222485
804	43.06842416
805	43.05989419
806	43.05004219
807	43.04382612
808	43.03881711
809	43.02648566
810	43.01920611
811	43.01574297
812	43.01080765
813	43.00711727
814	43.00269623
815	42.99775212
816	42.99352549
817	42.99226875
818	42.98729252
819	42.98524479
820	42.97903481
821	42.97220452
822	42.96854478
823	42.96455376
824	42.96225601
825	42.95860075
826	42.94945539
827	42.94600576
828	42.93852238
829	42.93476254
830	42.92505115
831	42.91928574
832	42.9137012
833	42.91071687
834	42.90498061
835	42.89960937
836	42.89336735
837	42.88748965
838	42.88555596
839	42.88057485
840	42.87483258
841	42.87117771
842	42.86652405
843	42.86465788
844	42.86107013
845	42.85391799
846	42.8502185
847	42.84668933
848	42.8415143
849	42.83710259
850	42.83157596
851	42.82799802
852	42.82556385
853	42.82270232
854	42.81787095
855	42.81125182
856	42.80788217
857	42.80455672
858	42.7941324
859	42.78909622
860	42.7857813
861	42.78111685
862	42.77593222
863	42.76724777
864	42.76238085
865	42.75760808
866	42.75331478
867	42.74267684
868	42.73890632
869	42.73498344
870	42.73149823
871	42.72770142
872	42.72298003
873	42.71573021
874	42.71158142
875	42.71037774
876	42.70403799
877	42.69943749
878	42.69570724
879	42.68870521
880	42.68469145
881	42.67537783
882	42.67278677
883	42.66473887
884	42.66214019
885	42.66102003
886	42.65352677
887	42.64822664
888	42.64159092
889	42.63058002
890	42.62381642
891	42.61880844
892	42.61185813
893	42.6097179
894	42.60305546
895	42.59688503
896	42.59339956
897	42.58656247
898	42.58131172
899	42.57044423
900	42.55963093
901	42.55246446
902	42.5484598
903	42.54115698
904	42.53600747
905	42.53295573
906	42.52373695
907	42.51931004
908	42.50967179
909	42.50735475
910	42.50087099
911	42.49391463
912	42.49044753
913	42.48661966
914	42.4791698
915	42.47745206
916	42.47540511
917	42.46787014
918	42.46208751
919	42.45675194
920	42.44971014
921	42.44475811
922	42.43905972
923	42.43255958
924	42.42641012
925	42.42187291
926	42.41753623
927	42.41380396
928	42.40800047
929	42.40203944
930	42.39726543
931	42.39022277
932	42.38408409
933	42.38231717
934	42.37685813
935	42.37177989
936	42.36664749
937	42.36259264
938	42.36042863
939	42.35915036
940	42.3543468
941	42.34762126
942	42.34223015
943	42.33809093
944	42.33023565
945	42.32738991
946	42.32205288
947	42.31382639
948	42.30367173
949	42.29954963
950	42.29192423
951	42.28930755
952	42.2818469
953	42.27996626
954	42.27299479
955	42.26894495
956	42.26475917
957	42.25915621
958	42.25348992
959	42.24827853
960	42.24469475
961	42.2409669
962	42.23263286
963	42.22979526
964	42.22205694
965	42.21718203
966	42.21012191
967	42.20536607
968	42.20025702
969	42.1892288
970	42.18645773
971	42.18238874
972	42.17900017
973	42.17561637
974	42.17116894
975	42.16613918
976	42.16195846
977	42.15651019
978	42.15068725
979	42.14587505
980	42.13982361
981	42.13402958
982	42.12790655
983	42.12285868
984	42.12150015
985	42.11593361
986	42.1111824
987	42.10746615
988	42.0998466
989	42.08998807
990	42.08095362
991	42.07445858
992	42.06894315
993	42.06531174
994	42.05900141
995	42.05553111
996	42.05052942
997	42.04667999
998	42.04260956
999	42.03860748
